"start_year";"EinheitenTyp";"ags_federal_state";"n";"mean";"sum";"pop_obliged_to_income_taxes";"total_income_in_1000_euro";"total_taxes_on_income_in_1000_euro";"voters_eligible";"voter_turnout";"votes_valid";"votes_cdu_csu";"votes_spd";"votes_greens";"votes_fdp";"votes_the_left";"votes_afd";"votes_other_parties"
1953;"Solareinheit";"03";1;30,36;30,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1953;"Stromverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1953;"Wasser";"06";1;200;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1953;"Wasser";"08";2;4015;8030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1953;"Wasser";"09";1;33;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Verbrennung";"05";1;10000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Solareinheit";"08";1;6,76;6,76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Wasser";"08";5;24,2;121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Solareinheit";"09";2;2,75;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Wasser";"09";8;1635,625;13085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Solareinheit";"10";1;27,6;27,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;"Gas";"12";1;67400;67400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Mineralölprodukte";"04";1;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Stromspeichereinheit";"05";1;4,5;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Verbrennung";"05";1;1200;1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Wasser";"08";2;65;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Stromspeichereinheit";"09";1;5,9;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1955;"Wasser";"09";16;674,963125;10799,41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1956;"Solareinheit";"03";1;11;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1956;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1956;"Wasser";"06";1;240;240;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1956;"Wasser";"08";5;210;1050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1956;"Wasser";"09";11;849,363636363636;9343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1957;"Wasser";"03";3;1403,33333333333;4210;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1957;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1957;"Wasser";"06";1;205;205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1957;"Wasser";"08";1;270;270;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1957;"Wasser";"09";6;19,75;118,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;"Solareinheit";"03";1;4,1;4,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;"Solareinheit";"05";2;5,7;11,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;"Wasser";"08";1;130;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;"Mineralölprodukte";"09";1;120;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;"Solareinheit";"09";1;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;"Wasser";"09";11;34,7781818181818;382,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1959;"Stromverbrauchseinheit";"02";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1959;"Solareinheit";"05";1;6,3;6,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1959;"Solareinheit";"07";1;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1959;"Wasser";"09";19;182,315789473684;3464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Gasverbrauchseinheit";"03";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Solareinheit";"05";1;18,9;18,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Wasser";"05";1;40;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Wasser";"06";1;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Gas";"08";1;15000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Solareinheit";"08";5;9,634;48,17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Stromverbrauchseinheit";"08";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Wasser";"08";4;144,75;579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Solareinheit";"09";1;21,84;21,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Stromspeichereinheit";"09";1;22000;22000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;"Wasser";"09";23;1260,29913043478;28986,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1961;"Mineralölprodukte";"01";1;44310;44310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1961;"Wasser";"03";1;260;260;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1961;"Stromverbrauchseinheit";"08";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1961;"Stromspeichereinheit";"09";1;2,5;2,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1961;"Wasser";"09";17;1044,38235294118;17754,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1962;"Mineralölprodukte";"05";1;90000;90000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1962;"Solareinheit";"06";1;3,8;3,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1962;"Wasser";"08";3;22,6666666666667;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1962;"Wasser";"09";18;861,686666666667;15510,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Wasser";"03";1;40;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Solareinheit";"05";2;16,601;33,202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Solareinheit";"06";1;4,8;4,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Wasser";"06";1;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Gas";"08";1;15200;15200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Wasser";"08";1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Wasser";"09";13;632,268461538462;8219,49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1963;"Stromverbrauchseinheit";"11";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Gas";"05";1;1120;1120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Mineralölprodukte";"06";1;725;725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Wasser";"06";1;25;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Solareinheit";"07";1;45;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Wasser";"08";1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Gas";"09";2;8800;17600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Gasverbrauchseinheit";"09";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Wasser";"09";10;772,9;7729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Steinkohle";"11";1;9500;9500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1964;"Wasser";"14";1;800;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Gaserzeugungseinheit";"03";2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Solareinheit";"05";1;7,128;7,128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Wasser";"05";7;4305,28571428571;30137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Solareinheit";"06";2;4,85;9,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Wasser";"07";1;7,5;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Gasverbrauchseinheit";"08";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Wasser";"08";2;2812,5;5625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Wasser";"09";11;960,740909090909;10568,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1965;"Wasser";"12";1;987,5;987,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Solareinheit";"03";1;108;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Wasser";"03";2;375;750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Gasverbrauchseinheit";"05";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Stromspeichereinheit";"05";1;2,51;2,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Wasser";"06";2;127,5;255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Mineralölprodukte";"08";1;256;256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Wasser";"08";1;30,3;30,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Gasverbrauchseinheit";"09";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;"Wasser";"09";3;40;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Gaserzeugungseinheit";"03";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Gas";"05";2;700;1400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Solareinheit";"05";1;9,8;9,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Mineralölprodukte";"06";1;250;250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Verbrennung";"06";1;6500;6500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Solareinheit";"08";1;9,15;9,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Stromspeichereinheit";"08";1;6,4;6,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Wasser";"08";1;40;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1967;"Wasser";"09";9;82,7777777777778;745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Gasverbrauchseinheit";"03";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Gasverbrauchseinheit";"05";4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Mineralölprodukte";"05";1;320;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Mineralölprodukte";"08";1;680;680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Wasser";"08";2;38,5;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Stromspeichereinheit";"09";1;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Stromverbrauchseinheit";"09";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Wasser";"09";2;54;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Gasverbrauchseinheit";"12";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Solareinheit";"13";1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;"Wasser";"16";1;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Wasser";"01";1;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Wasser";"05";2;69000;138000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Stromspeichereinheit";"07";1;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Gasverbrauchseinheit";"08";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Mineralölprodukte";"08";1;160;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Solareinheit";"08";1;6,6;6,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Stromverbrauchseinheit";"08";2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Wasser";"08";1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Solareinheit";"09";1;8,4;8,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Stromspeichereinheit";"09";1;2,5;2,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Wasser";"09";3;64,7;194,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;"Wasser";"14";1;60;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromspeichereinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasverbrauchseinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Verbrennung";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Steinkohle";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gaserzeugungseinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasspeichereinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Braunkohle";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Biomasse";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Geothermie";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromspeichereinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasverbrauchseinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Verbrennung";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Steinkohle";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gaserzeugungseinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasspeichereinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Braunkohle";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Biomasse";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Geothermie";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"03";2;1580;3160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"03";1;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"03";1;50;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromspeichereinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasverbrauchseinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Verbrennung";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Steinkohle";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gaserzeugungseinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasspeichereinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Braunkohle";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Biomasse";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Geothermie";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromspeichereinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasverbrauchseinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Verbrennung";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Steinkohle";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gaserzeugungseinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasspeichereinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Braunkohle";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Biomasse";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Geothermie";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromspeichereinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasverbrauchseinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Verbrennung";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Steinkohle";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gaserzeugungseinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasspeichereinheit";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Braunkohle";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Biomasse";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Geothermie";"05";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"06";2;700;1400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromspeichereinheit";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasverbrauchseinheit";"06";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Verbrennung";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Steinkohle";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gaserzeugungseinheit";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gasspeichereinheit";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Braunkohle";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Biomasse";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Geothermie";"06";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Mineralölprodukte";"07";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Solareinheit";"07";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Wasser";"07";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Windeinheit";"07";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Stromverbrauchseinheit";"07";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;"Gas";"07";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
